1, 6309.040058983453	385.0239444040363	6309.040058983453	0
2, 6346.793399073984	379.6159353332421	37.75334009053131	0
3, 6477.398394365304	384.77115619548465	130.60499529131994	0
4, 6630.352141899178	367.10269448504255	152.95374753387387	0
5, 6897.731280802276	407.9915718057853	267.37913890309846	0
6, 7114.514316238332	408.9668989375411	216.7830354360558	0
7, 7362.600305520103	410.93960663641116	248.0859892817707	0
8, 7630.775767110133	479.6717747403724	268.17546159002995	0
9, 7894.427545888263	466.3935473851752	263.6517787781304	0
10, 8138.162088502261	459.7827690584766	243.7345426139982	0
11, 8421.667869927898	511.3472622763083	283.505781425637	0
12, 8728.757362164419	477.0960197733459	307.0894922365205	0
13, 8980.673205814363	475.7941996086077	251.91584364994378	0
14, 9193.254424917459	529.4225561843391	212.58121910309637	0
15, 9485.40500954225	558.077291982133	292.150584624791	0
16, 9508.128973796356	542.829502973889	22.72396425410625	0
17, 9653.657558251398	598.6597212228503	145.5285844550417	0
18, 9882.964979840426	551.9034107773475	229.3074215890283	0
19, 9879.510001406832	528.0922742046453	-3.4549784335940785	0
20, 9898.65850308546	572.5508510979397	19.148501678628236	0
21, 9882.285328573102	580.8902100932637	-16.373174512358673	0
22, 9909.892177792011	557.4912632567535	27.6068492189097	0
23, 9833.023157518535	564.5300539914258	-76.86902027347605	0
24, 9532.243853516504	547.7192388498502	-300.7793040020315	0
25, 9452.146915855024	495.7520468256194	-80.09693766147939	0
26, 9492.818501259122	531.5199167843523	40.67158540409764	0
27, 9480.915914380796	568.8003570725956	-11.902586878326474	0
28, 9158.52687355429	540.4190402751187	-322.38904082650515	0
29, 9142.981774682054	528.2241362402167	-15.54509887223685	0
30, 9041.49656680437	486.9163184849226	-101.48520787768393	0
31, 8805.283155457118	491.0262203532239	-236.21341134725117	0
32, 8675.529462276392	512.610823909754	-129.75369318072626	0
33, 8482.751658653062	479.104736734184	-192.77780362333033	0
34, 8384.268335453315	520.6970822790597	-98.48332319974725	0
35, 8135.156228296604	440.7064310546281	-249.1121071567104	0
36, 8109.859170836161	480.741243910983	-25.297057460443284	0
37, 8014.824038634939	453.84452961205716	-95.03513220122204	0
38, 7864.665280156813	489.32445513640704	-150.1587584781255	0
39, 7780.034388295045	453.3407849191831	-84.63089186176876	0
40, 7603.298302882144	409.5819305182262	-176.73608541290105	0
41, 7531.624070860338	445.2640502453914	-71.67423202180544	0
42, 7335.172700367513	379.6734759679112	-196.45137049282494	0
43, 7360.341008153696	413.4890063990022	25.168307786182595	0
44, 7259.749014072169	441.53507310721403	-100.59199408152654	0
45, 7153.802798034588	409.7906449519064	-105.94621603758151	0
46, 7109.295646963152	444.12648240427245	-44.507151071436056	0
